year,state,month,number
2006,Pernambuco,Mar,18
2007,Pernambuco,Mar,4
2008,Pernambuco,Mar,32
2009,Pernambuco,Mar,15
2010,Pernambuco,Mar,59
2011,Pernambuco,Mar,39
2012,Pernambuco,Mar,44
2013,Pernambuco,Mar,40
2014,Pernambuco,Mar,36
2015,Pernambuco,Mar,33
2016,Pernambuco,Mar,4
2017,Pernambuco,Mar,7
1998,Pernambuco,Apr,0
1999,Pernambuco,Apr,2
2000,Pernambuco,Apr,1
2001,Pernambuco,Apr,2
2002,Pernambuco,Apr,5
2003,Pernambuco,Apr,7
2004,Pernambuco,Apr,5
2005,Pernambuco,Apr,1
2006,Pernambuco,Apr,2
2007,Pernambuco,Apr,1
2008,Pernambuco,Apr,5
2009,Pernambuco,Apr,3
2010,Pernambuco,Apr,2
2011,Pernambuco,Apr,22
2012,Pernambuco,Apr,46
2013,Pernambuco,Apr,11
2014,Pernambuco,Apr,10
2015,Pernambuco,Apr,30
2016,Pernambuco,Apr,8
2017,Pernambuco,Apr,9
1998,Pernambuco,May,0
1999,Pernambuco,May,6
2000,Pernambuco,May,7
2001,Pernambuco,May,5
2002,Pernambuco,May,13
2003,Pernambuco,May,1
2004,Pernambuco,May,2
2005,Pernambuco,May,1
2006,Pernambuco,May,1
2007,Pernambuco,May,0
2008,Pernambuco,May,0
2009,Pernambuco,May,0
2010,Pernambuco,May,8
2011,Pernambuco,May,1
2012,Pernambuco,May,36
2013,Pernambuco,May,9
2014,Pernambuco,May,4
2015,Pernambuco,May,17
2016,Pernambuco,May,6
2017,Pernambuco,May,13
1998,Pernambuco,Jun,1
1999,Pernambuco,Jun,7
2000,Pernambuco,Jun,4
2001,Pernambuco,Jun,2
2002,Pernambuco,Jun,1
2003,Pernambuco,Jun,2
2004,Pernambuco,Jun,4
2005,Pernambuco,Jun,3
2006,Pernambuco,Jun,0
2007,Pernambuco,Jun,1
2008,Pernambuco,Jun,0
2009,Pernambuco,Jun,1
2010,Pernambuco,Jun,1
2011,Pernambuco,Jun,4
2012,Pernambuco,Jun,12
2013,Pernambuco,Jun,12
2014,Pernambuco,Jun,3
2015,Pernambuco,Jun,3
2016,Pernambuco,Jun,4
2017,Pernambuco,Jun,5
1998,Pernambuco,Jul,5
1999,Pernambuco,Jul,2
2000,Pernambuco,Jul,0
2001,Pernambuco,Jul,6
2002,Pernambuco,Jul,8
2003,Pernambuco,Jul,5
2004,Pernambuco,Jul,13
2005,Pernambuco,Jul,1
2006,Pernambuco,Jul,1
2007,Pernambuco,Jul,3
2008,Pernambuco,Jul,0
2009,Pernambuco,Jul,1
2010,Pernambuco,Jul,7
2011,Pernambuco,Jul,2
2012,Pernambuco,Jul,11
2013,Pernambuco,Jul,4
2014,Pernambuco,Jul,11
2015,Pernambuco,Jul,13
2016,Pernambuco,Jul,17
2017,Pernambuco,Jul,2
1998,Pernambuco,Aug,12
1999,Pernambuco,Aug,3
2000,Pernambuco,Aug,31
2001,Pernambuco,Aug,27
2002,Pernambuco,Aug,37
2003,Pernambuco,Aug,26
2004,Pernambuco,Aug,41
2005,Pernambuco,Aug,10
2006,Pernambuco,Aug,8
2007,Pernambuco,Aug,20
2008,Pernambuco,Aug,2
2009,Pernambuco,Aug,10
2010,Pernambuco,Aug,29
2011,Pernambuco,Aug,27
2012,Pernambuco,Aug,27
2013,Pernambuco,Aug,14
2014,Pernambuco,Aug,23
2015,Pernambuco,Aug,21
2016,Pernambuco,Aug,42
2017,Pernambuco,Aug,20
1998,Pernambuco,Sep,177
1999,Pernambuco,Sep,64
2000,Pernambuco,Sep,130
2001,Pernambuco,Sep,298
2002,Pernambuco,Sep,374
2003,Pernambuco,Sep,510
2004,Pernambuco,Sep,192
2005,Pernambuco,Sep,154
2006,Pernambuco,Sep,147
2007,Pernambuco,Sep,164
2008,Pernambuco,Sep,92
2009,Pernambuco,Sep,164
2010,Pernambuco,Sep,179
2011,Pernambuco,Sep,243
2012,Pernambuco,Sep,192
2013,Pernambuco,Sep,143
2014,Pernambuco,Sep,63
2015,Pernambuco,Sep,116
2016,Pernambuco,Sep,171
2017,Pernambuco,Sep,69
1998,Pernambuco,Oct,372
1999,Pernambuco,Oct,180
2000,Pernambuco,Oct,411
2001,Pernambuco,Oct,461
2002,Pernambuco,Oct,638
2003,Pernambuco,Oct,859
2004,Pernambuco,Oct,545
2005,Pernambuco,Oct,408
2006,Pernambuco,Oct,310
2007,Pernambuco,Oct,702
2008,Pernambuco,Oct,274
2009,Pernambuco,Oct,254
2010,Pernambuco,Oct,347
2011,Pernambuco,Oct,461
2012,Pernambuco,Oct,222
2013,Pernambuco,Oct,161
2014,Pernambuco,Oct,174
2015,Pernambuco,Oct,194
2016,Pernambuco,Oct,319
2017,Pernambuco,Oct,256
1998,Pernambuco,Nov,141
1999,Pernambuco,Nov,41
2000,Pernambuco,Nov,64
2001,Pernambuco,Nov,208
2002,Pernambuco,Nov,521
2003,Pernambuco,Nov,560
2004,Pernambuco,Nov,465
2005,Pernambuco,Nov,452
2006,Pernambuco,Nov,385
2007,Pernambuco,Nov,359
2008,Pernambuco,Nov,363
2009,Pernambuco,Nov,486
2010,Pernambuco,Nov,831
2011,Pernambuco,Nov,352
2012,Pernambuco,Nov,181
2013,Pernambuco,Nov,110
2014,Pernambuco,Nov,111
2015,Pernambuco,Nov,315
2016,Pernambuco,Nov,191
2017,Pernambuco,Nov,66
1998,Pernambuco,Dec,59
1999,Pernambuco,Dec,16
2000,Pernambuco,Dec,22
2001,Pernambuco,Dec,62
2002,Pernambuco,Dec,259
2003,Pernambuco,Dec,229
2004,Pernambuco,Dec,373
2005,Pernambuco,Dec,191
2006,Pernambuco,Dec,207
2007,Pernambuco,Dec,200
2008,Pernambuco,Dec,203
2009,Pernambuco,Dec,351
2010,Pernambuco,Dec,117
2011,Pernambuco,Dec,364
2012,Pernambuco,Dec,108
2013,Pernambuco,Dec,141
2014,Pernambuco,Dec,101
2015,Pernambuco,Dec,176
2016,Pernambuco,Dec,161
1998,Piauí,Jan,0
1999,Piauí,Jan,21
2000,Piauí,Jan,5
2001,Piauí,Jan,29
2002,Piauí,Jan,33
2003,Piauí,Jan,86
2004,Piauí,Jan,42
2005,Piauí,Jan,94
2006,Piauí,Jan,133
2007,Piauí,Jan,123
2008,Piauí,Jan,61
2009,Piauí,Jan,79
2010,Piauí,Jan,99
2011,Piauí,Jan,39
2012,Piauí,Jan,80
2013,Piauí,Jan,72
2014,Piauí,Jan,79
2015,Piauí,Jan,92
2016,Piauí,Jan,94
2017,Piauí,Jan,85
1998,Piauí,Feb,0
1999,Piauí,Feb,22
2000,Piauí,Feb,12
2001,Piauí,Feb,0
2002,Piauí,Feb,160
2003,Piauí,Feb,3
2004,Piauí,Feb,20
2005,Piauí,Feb,26
2006,Piauí,Feb,23
2007,Piauí,Feb,11
2008,Piauí,Feb,21
2009,Piauí,Feb,19
2010,Piauí,Feb,54
2011,Piauí,Feb,11
2012,Piauí,Feb,31
2013,Piauí,Feb,68
2014,Piauí,Feb,14
2015,Piauí,Feb,38
2016,Piauí,Feb,97
2017,Piauí,Feb,24
1998,Piauí,Mar,0
1999,Piauí,Mar,4
2000,Piauí,Mar,14
2001,Piauí,Mar,2
2002,Piauí,Mar,63
2003,Piauí,Mar,15
2004,Piauí,Mar,27
2005,Piauí,Mar,13
2006,Piauí,Mar,18
2007,Piauí,Mar,31
2008,Piauí,Mar,4
2009,Piauí,Mar,17
2010,Piauí,Mar,47
2011,Piauí,Mar,15
2012,Piauí,Mar,71
2013,Piauí,Mar,14
2014,Piauí,Mar,88
2015,Piauí,Mar,35
2016,Piauí,Mar,53
2017,Piauí,Mar,25
1998,Piauí,Apr,0
1999,Piauí,Apr,10
2000,Piauí,Apr,15
2001,Piauí,Apr,1
2002,Piauí,Apr,87
2003,Piauí,Apr,22
2004,Piauí,Apr,10
2005,Piauí,Apr,3
2006,Piauí,Apr,1
2007,Piauí,Apr,9
2008,Piauí,Apr,7
2009,Piauí,Apr,8
2010,Piauí,Apr,56
2011,Piauí,Apr,16
2012,Piauí,Apr,119
2013,Piauí,Apr,34
2014,Piauí,Apr,63
2015,Piauí,Apr,50
2016,Piauí,Apr,35
2017,Piauí,Apr,25
1998,Piauí,May,0
1999,Piauí,May,8
2000,Piauí,May,25
2001,Piauí,May,36
2002,Piauí,May,84
2003,Piauí,May,13
2004,Piauí,May,80
2005,Piauí,May,22
2006,Piauí,May,0
2007,Piauí,May,52
2008,Piauí,May,12
2009,Piauí,May,12
2010,Piauí,May,231
2011,Piauí,May,77
2012,Piauí,May,334
2013,Piauí,May,40
2014,Piauí,May,138
2015,Piauí,May,66
2016,Piauí,May,60
2017,Piauí,May,36
1998,Piauí,Jun,46
1999,Piauí,Jun,47
2000,Piauí,Jun,18
2001,Piauí,Jun,87
2002,Piauí,Jun,161
2003,Piauí,Jun,88
2004,Piauí,Jun,239
2005,Piauí,Jun,171
2006,Piauí,Jun,40
2007,Piauí,Jun,303
2008,Piauí,Jun,33
2009,Piauí,Jun,56
2010,Piauí,Jun,208
2011,Piauí,Jun,462
2012,Piauí,Jun,834
2013,Piauí,Jun,263
2014,Piauí,Jun,373
2015,Piauí,Jun,283
2016,Piauí,Jun,153
2017,Piauí,Jun,193
1998,Piauí,Jul,189
1999,Piauí,Jul,123
2000,Piauí,Jul,75
2001,Piauí,Jul,337
2002,Piauí,Jul,534
2003,Piauí,Jul,407
2004,Piauí,Jul,564
2005,Piauí,Jul,445
2006,Piauí,Jul,150
2007,Piauí,Jul,919
2008,Piauí,Jul,97
2009,Piauí,Jul,302
2010,Piauí,Jul,1696
2011,Piauí,Jul,864
2012,Piauí,Jul,1755
2013,Piauí,Jul,361
2014,Piauí,Jul,1177
2015,Piauí,Jul,690
2016,Piauí,Jul,754
2017,Piauí,Jul,643
1998,Piauí,Aug,711
1999,Piauí,Aug,499
2000,Piauí,Aug,415
2001,Piauí,Aug,1133
2002,Piauí,Aug,2280
2003,Piauí,Aug,864
2004,Piauí,Aug,1002
2005,Piauí,Aug,943
2006,Piauí,Aug,911
2007,Piauí,Aug,3551
2008,Piauí,Aug,290
2009,Piauí,Aug,790
2010,Piauí,Aug,4035
2011,Piauí,Aug,1958
2012,Piauí,Aug,3614
2013,Piauí,Aug,1015
2014,Piauí,Aug,2265
2015,Piauí,Aug,2057
2016,Piauí,Aug,1647
2017,Piauí,Aug,1572
1998,Piauí,Sep,1991
1999,Piauí,Sep,872
2000,Piauí,Sep,1099
2001,Piauí,Sep,2401
2002,Piauí,Sep,2475
2003,Piauí,Sep,3399
2004,Piauí,Sep,2662
2005,Piauí,Sep,3136
2006,Piauí,Sep,1618
2007,Piauí,Sep,4078
2008,Piauí,Sep,1472
2009,Piauí,Sep,1709
2010,Piauí,Sep,5392
2011,Piauí,Sep,4402
2012,Piauí,Sep,4479
2013,Piauí,Sep,2311
2014,Piauí,Sep,2536
2015,Piauí,Sep,5828
2016,Piauí,Sep,1394
2017,Piauí,Sep,3422
1998,Piauí,Oct,2586
1999,Piauí,Oct,1438
2000,Piauí,Oct,2558
2001,Piauí,Oct,3742
2002,Piauí,Oct,2757
2003,Piauí,Oct,2332
2004,Piauí,Oct,2144
2005,Piauí,Oct,3263
2006,Piauí,Oct,1443
2007,Piauí,Oct,2331
2008,Piauí,Oct,1830
2009,Piauí,Oct,913
2010,Piauí,Oct,3863
2011,Piauí,Oct,1484
2012,Piauí,Oct,2506
2013,Piauí,Oct,1269
2014,Piauí,Oct,1788
2015,Piauí,Oct,4068
2016,Piauí,Oct,2598
2017,Piauí,Oct,3004
1998,Piauí,Nov,424
1999,Piauí,Nov,334
2000,Piauí,Nov,450
2001,Piauí,Nov,1484
2002,Piauí,Nov,1174
2003,Piauí,Nov,1248
2004,Piauí,Nov,1798
2005,Piauí,Nov,1599
2006,Piauí,Nov,740
2007,Piauí,Nov,939
2008,Piauí,Nov,594
2009,Piauí,Nov,1336
2010,Piauí,Nov,1417
2011,Piauí,Nov,825
2012,Piauí,Nov,447
2013,Piauí,Nov,640
2014,Piauí,Nov,717
2015,Piauí,Nov,897
2016,Piauí,Nov,1126
2017,Piauí,Nov,449
1998,Piauí,Dec,119
1999,Piauí,Dec,74
2000,Piauí,Dec,79
2001,Piauí,Dec,230
2002,Piauí,Dec,373
2003,Piauí,Dec,459
2004,Piauí,Dec,788
2005,Piauí,Dec,486
2006,Piauí,Dec,339
2007,Piauí,Dec,317
2008,Piauí,Dec,329
2009,Piauí,Dec,570
2010,Piauí,Dec,357
2011,Piauí,Dec,362
2012,Piauí,Dec,334
2013,Piauí,Dec,468
2014,Piauí,Dec,346
2015,Piauí,Dec,626
2016,Piauí,Dec,374
1998,Rio de Janeiro,Jan,0
1999,Rio de Janeiro,Jan,0
2000,Rio de Janeiro,Jan,0
2001,Rio de Janeiro,Jan,0
2002,Rio de Janeiro,Jan,0
2003,Rio de Janeiro,Jan,0
2004,Rio de Janeiro,Jan,1
2005,Rio de Janeiro,Jan,5
2006,Rio de Janeiro,Jan,12
2007,Rio de Janeiro,Jan,0
2008,Rio de Janeiro,Jan,1
2009,Rio de Janeiro,Jan,3
2010,Rio de Janeiro,Jan,13
2011,Rio de Janeiro,Jan,10
2012,Rio de Janeiro,Jan,12
2013,Rio de Janeiro,Jan,9
2014,Rio de Janeiro,Jan,35
2015,Rio de Janeiro,Jan,97
2016,Rio de Janeiro,Jan,9
2017,Rio de Janeiro,Jan,15
1998,Rio de Janeiro,Feb,0
1999,Rio de Janeiro,Feb,0
2000,Rio de Janeiro,Feb,1
2001,Rio de Janeiro,Feb,3
2002,Rio de Janeiro,Feb,1
2003,Rio de Janeiro,Feb,10
2004,Rio de Janeiro,Feb,8
2005,Rio de Janeiro,Feb,4
2006,Rio de Janeiro,Feb,7
2007,Rio de Janeiro,Feb,15
2008,Rio de Janeiro,Feb,2
2009,Rio de Janeiro,Feb,5
2010,Rio de Janeiro,Feb,73
2011,Rio de Janeiro,Feb,36
2012,Rio de Janeiro,Feb,11
2013,Rio de Janeiro,Feb,12
2014,Rio de Janeiro,Feb,116
2015,Rio de Janeiro,Feb,36
2016,Rio de Janeiro,Feb,16
2017,Rio de Janeiro,Feb,34
1998,Rio de Janeiro,Mar,0
1999,Rio de Janeiro,Mar,0
2000,Rio de Janeiro,Mar,0
2001,Rio de Janeiro,Mar,0
2002,Rio de Janeiro,Mar,1
2003,Rio de Janeiro,Mar,23
2004,Rio de Janeiro,Mar,4
2005,Rio de Janeiro,Mar,7
2006,Rio de Janeiro,Mar,8
2007,Rio de Janeiro,Mar,27
2008,Rio de Janeiro,Mar,2
2009,Rio de Janeiro,Mar,5
2010,Rio de Janeiro,Mar,10
2011,Rio de Janeiro,Mar,7
2012,Rio de Janeiro,Mar,20
2013,Rio de Janeiro,Mar,9
2014,Rio de Janeiro,Mar,38
2015,Rio de Janeiro,Mar,23
2016,Rio de Janeiro,Mar,16
2017,Rio de Janeiro,Mar,10
1998,Rio de Janeiro,Apr,0
1999,Rio de Janeiro,Apr,1
2000,Rio de Janeiro,Apr,2
2001,Rio de Janeiro,Apr,2
2002,Rio de Janeiro,Apr,8
2003,Rio de Janeiro,Apr,11
2004,Rio de Janeiro,Apr,3
2005,Rio de Janeiro,Apr,1
2006,Rio de Janeiro,Apr,8
2007,Rio de Janeiro,Apr,9
2008,Rio de Janeiro,Apr,2
2009,Rio de Janeiro,Apr,1
2010,Rio de Janeiro,Apr,10
2011,Rio de Janeiro,Apr,12
2012,Rio de Janeiro,Apr,12
2013,Rio de Janeiro,Apr,9
2014,Rio de Janeiro,Apr,25
2015,Rio de Janeiro,Apr,24
2016,Rio de Janeiro,Apr,45
2017,Rio de Janeiro,Apr,12
1998,Rio de Janeiro,May,0
1999,Rio de Janeiro,May,7
2000,Rio de Janeiro,May,5
2001,Rio de Janeiro,May,4
2002,Rio de Janeiro,May,4
2003,Rio de Janeiro,May,1
2004,Rio de Janeiro,May,0
2005,Rio de Janeiro,May,11
2006,Rio de Janeiro,May,4
2007,Rio de Janeiro,May,2
2008,Rio de Janeiro,May,0
2009,Rio de Janeiro,May,37
2010,Rio de Janeiro,May,6
2011,Rio de Janeiro,May,17
2012,Rio de Janeiro,May,18
2013,Rio de Janeiro,May,16
2014,Rio de Janeiro,May,20
2015,Rio de Janeiro,May,21
2016,Rio de Janeiro,May,30
2017,Rio de Janeiro,May,15
1998,Rio de Janeiro,Jun,3
1999,Rio de Janeiro,Jun,8
2000,Rio de Janeiro,Jun,14
2001,Rio de Janeiro,Jun,13
2002,Rio de Janeiro,Jun,13
2003,Rio de Janeiro,Jun,13
2004,Rio de Janeiro,Jun,19
2005,Rio de Janeiro,Jun,16
2006,Rio de Janeiro,Jun,19
2007,Rio de Janeiro,Jun,3
2008,Rio de Janeiro,Jun,4
2009,Rio de Janeiro,Jun,33
2010,Rio de Janeiro,Jun,7
2011,Rio de Janeiro,Jun,33
2012,Rio de Janeiro,Jun,14
2013,Rio de Janeiro,Jun,17
2014,Rio de Janeiro,Jun,54
2015,Rio de Janeiro,Jun,33
2016,Rio de Janeiro,Jun,37
2017,Rio de Janeiro,Jun,68
1998,Rio de Janeiro,Jul,21
1999,Rio de Janeiro,Jul,14
2000,Rio de Janeiro,Jul,22
2001,Rio de Janeiro,Jul,57
2002,Rio de Janeiro,Jul,17
2003,Rio de Janeiro,Jul,42
2004,Rio de Janeiro,Jul,23
2005,Rio de Janeiro,Jul,20
2006,Rio de Janeiro,Jul,54
2007,Rio de Janeiro,Jul,15
2008,Rio de Janeiro,Jul,14
2009,Rio de Janeiro,Jul,56
2010,Rio de Janeiro,Jul,55
2011,Rio de Janeiro,Jul,121
2012,Rio de Janeiro,Jul,50
2013,Rio de Janeiro,Jul,58
2014,Rio de Janeiro,Jul,62
2015,Rio de Janeiro,Jul,74
2016,Rio de Janeiro,Jul,131
2017,Rio de Janeiro,Jul,70
1998,Rio de Janeiro,Aug,21
1999,Rio de Janeiro,Aug,88
2000,Rio de Janeiro,Aug,34
2001,Rio de Janeiro,Aug,129
2002,Rio de Janeiro,Aug,184
2003,Rio de Janeiro,Aug,191
2004,Rio de Janeiro,Aug,74
2005,Rio de Janeiro,Aug,98
2006,Rio de Janeiro,Aug,79
2007,Rio de Janeiro,Aug,189
2008,Rio de Janeiro,Aug,19
2009,Rio de Janeiro,Aug,91
2010,Rio de Janeiro,Aug,316
2011,Rio de Janeiro,Aug,250
2012,Rio de Janeiro,Aug,72
2013,Rio de Janeiro,Aug,74
2014,Rio de Janeiro,Aug,199
2015,Rio de Janeiro,Aug,158
2016,Rio de Janeiro,Aug,241
2017,Rio de Janeiro,Aug,164
1998,Rio de Janeiro,Sep,44
1999,Rio de Janeiro,Sep,192
2000,Rio de Janeiro,Sep,16
2001,Rio de Janeiro,Sep,60
2002,Rio de Janeiro,Sep,45
2003,Rio de Janeiro,Sep,166
2004,Rio de Janeiro,Sep,205
2005,Rio de Janeiro,Sep,46
2006,Rio de Janeiro,Sep,197
2007,Rio de Janeiro,Sep,223
2008,Rio de Janeiro,Sep,132
2009,Rio de Janeiro,Sep,90
2010,Rio de Janeiro,Sep,353
2011,Rio de Janeiro,Sep,510
2012,Rio de Janeiro,Sep,172
2013,Rio de Janeiro,Sep,117
2014,Rio de Janeiro,Sep,318
2015,Rio de Janeiro,Sep,85
2016,Rio de Janeiro,Sep,195
2017,Rio de Janeiro,Sep,728
1998,Rio de Janeiro,Oct,6
1999,Rio de Janeiro,Oct,30
2000,Rio de Janeiro,Oct,25
2001,Rio de Janeiro,Oct,33
2002,Rio de Janeiro,Oct,313
2003,Rio de Janeiro,Oct,81
2004,Rio de Janeiro,Oct,26
2005,Rio de Janeiro,Oct,116
2006,Rio de Janeiro,Oct,12
2007,Rio de Janeiro,Oct,137
2008,Rio de Janeiro,Oct,42
2009,Rio de Janeiro,Oct,18
2010,Rio de Janeiro,Oct,35
2011,Rio de Janeiro,Oct,114
2012,Rio de Janeiro,Oct,163
2013,Rio de Janeiro,Oct,44
2014,Rio de Janeiro,Oct,500
2015,Rio de Janeiro,Oct,96
2016,Rio de Janeiro,Oct,30
2017,Rio de Janeiro,Oct,238
1998,Rio de Janeiro,Nov,6
1999,Rio de Janeiro,Nov,16
2000,Rio de Janeiro,Nov,2
2001,Rio de Janeiro,Nov,4
2002,Rio de Janeiro,Nov,11
2003,Rio de Janeiro,Nov,5
2004,Rio de Janeiro,Nov,49
2005,Rio de Janeiro,Nov,12
2006,Rio de Janeiro,Nov,1
2007,Rio de Janeiro,Nov,1
2008,Rio de Janeiro,Nov,0
2009,Rio de Janeiro,Nov,27
2010,Rio de Janeiro,Nov,23
2011,Rio de Janeiro,Nov,20
2012,Rio de Janeiro,Nov,13
2013,Rio de Janeiro,Nov,28
2014,Rio de Janeiro,Nov,36
2015,Rio de Janeiro,Nov,6
2016,Rio de Janeiro,Nov,19
2017,Rio de Janeiro,Nov,43
1998,Rio de Janeiro,Dec,1
1999,Rio de Janeiro,Dec,0
2000,Rio de Janeiro,Dec,0
2001,Rio de Janeiro,Dec,2
2002,Rio de Janeiro,Dec,8
2003,Rio de Janeiro,Dec,10
2004,Rio de Janeiro,Dec,9
2005,Rio de Janeiro,Dec,2
2006,Rio de Janeiro,Dec,0
2007,Rio de Janeiro,Dec,0
2008,Rio de Janeiro,Dec,6
2009,Rio de Janeiro,Dec,1
2010,Rio de Janeiro,Dec,10
2011,Rio de Janeiro,Dec,3
2012,Rio de Janeiro,Dec,18
2013,Rio de Janeiro,Dec,12
2014,Rio de Janeiro,Dec,25
2015,Rio de Janeiro,Dec,11
2016,Rio de Janeiro,Dec,5
1998,Rio Grande do Norte,Jan,0
1999,Rio Grande do Norte,Jan,32
2000,Rio Grande do Norte,Jan,1
2001,Rio Grande do Norte,Jan,2
2002,Rio Grande do Norte,Jan,4
2003,Rio Grande do Norte,Jan,113
2004,Rio Grande do Norte,Jan,44
2005,Rio Grande do Norte,Jan,153
2006,Rio Grande do Norte,Jan,93
2007,Rio Grande do Norte,Jan,63
2008,Rio Grande do Norte,Jan,70
2009,Rio Grande do Norte,Jan,110
2010,Rio Grande do Norte,Jan,32
2011,Rio Grande do Norte,Jan,15
2012,Rio Grande do Norte,Jan,72
2013,Rio Grande do Norte,Jan,25
2014,Rio Grande do Norte,Jan,34
2015,Rio Grande do Norte,Jan,45
2016,Rio Grande do Norte,Jan,15
2017,Rio Grande do Norte,Jan,28
1998,Rio Grande do Norte,Feb,0
1999,Rio Grande do Norte,Feb,11
2000,Rio Grande do Norte,Feb,7
2001,Rio Grande do Norte,Feb,0
2002,Rio Grande do Norte,Feb,18
2003,Rio Grande do Norte,Feb,9
2004,Rio Grande do Norte,Feb,5
2005,Rio Grande do Norte,Feb,42
2006,Rio Grande do Norte,Feb,21
2007,Rio Grande do Norte,Feb,9
2008,Rio Grande do Norte,Feb,25
2009,Rio Grande do Norte,Feb,8
2010,Rio Grande do Norte,Feb,12
2011,Rio Grande do Norte,Feb,5
2012,Rio Grande do Norte,Feb,13
2013,Rio Grande do Norte,Feb,24
2014,Rio Grande do Norte,Feb,8
2015,Rio Grande do Norte,Feb,15
2016,Rio Grande do Norte,Feb,2
2017,Rio Grande do Norte,Feb,10
1998,Rio Grande do Norte,Mar,0
1999,Rio Grande do Norte,Mar,9
2000,Rio Grande do Norte,Mar,11
2001,Rio Grande do Norte,Mar,0
2002,Rio Grande do Norte,Mar,3
2003,Rio Grande do Norte,Mar,1
2004,Rio Grande do Norte,Mar,1
2005,Rio Grande do Norte,Mar,15
2006,Rio Grande do Norte,Mar,8
2007,Rio Grande do Norte,Mar,7
2008,Rio Grande do Norte,Mar,3
2009,Rio Grande do Norte,Mar,2
2010,Rio Grande do Norte,Mar,23
2011,Rio Grande do Norte,Mar,3
2012,Rio Grande do Norte,Mar,2
2013,Rio Grande do Norte,Mar,6
2014,Rio Grande do Norte,Mar,6
2015,Rio Grande do Norte,Mar,3
2016,Rio Grande do Norte,Mar,1
2017,Rio Grande do Norte,Mar,3
1998,Rio Grande do Norte,Apr,0
1999,Rio Grande do Norte,Apr,21
2000,Rio Grande do Norte,Apr,16
2001,Rio Grande do Norte,Apr,10
2002,Rio Grande do Norte,Apr,0
2003,Rio Grande do Norte,Apr,2
2004,Rio Grande do Norte,Apr,3
2005,Rio Grande do Norte,Apr,2
2006,Rio Grande do Norte,Apr,2
2007,Rio Grande do Norte,Apr,1
2008,Rio Grande do Norte,Apr,0
2009,Rio Grande do Norte,Apr,1
2010,Rio Grande do Norte,Apr,7
2011,Rio Grande do Norte,Apr,0
2012,Rio Grande do Norte,Apr,4
2013,Rio Grande do Norte,Apr,7
2014,Rio Grande do Norte,Apr,2
2015,Rio Grande do Norte,Apr,4
2016,Rio Grande do Norte,Apr,0
2017,Rio Grande do Norte,Apr,6
1998,Rio Grande do Norte,May,0
1999,Rio Grande do Norte,May,1
2000,Rio Grande do Norte,May,3
2001,Rio Grande do Norte,May,56
2002,Rio Grande do Norte,May,6
2003,Rio Grande do Norte,May,0
2004,Rio Grande do Norte,May,2
2005,Rio Grande do Norte,May,3
2006,Rio Grande do Norte,May,0
2007,Rio Grande do Norte,May,2
2008,Rio Grande do Norte,May,0
2009,Rio Grande do Norte,May,0
2010,Rio Grande do Norte,May,3
2011,Rio Grande do Norte,May,0
2012,Rio Grande do Norte,May,14
2013,Rio Grande do Norte,May,2
2014,Rio Grande do Norte,May,2
2015,Rio Grande do Norte,May,4
2016,Rio Grande do Norte,May,1
2017,Rio Grande do Norte,May,2
1998,Rio Grande do Norte,Jun,1
1999,Rio Grande do Norte,Jun,4
2000,Rio Grande do Norte,Jun,8
2001,Rio Grande do Norte,Jun,13
2002,Rio Grande do Norte,Jun,1
2003,Rio Grande do Norte,Jun,1
2004,Rio Grande do Norte,Jun,2
2005,Rio Grande do Norte,Jun,0
2006,Rio Grande do Norte,Jun,0
2007,Rio Grande do Norte,Jun,0
2008,Rio Grande do Norte,Jun,0
2009,Rio Grande do Norte,Jun,0
2010,Rio Grande do Norte,Jun,1
2011,Rio Grande do Norte,Jun,1
2012,Rio Grande do Norte,Jun,5
2013,Rio Grande do Norte,Jun,1
2014,Rio Grande do Norte,Jun,2
2015,Rio Grande do Norte,Jun,5
2016,Rio Grande do Norte,Jun,4
2017,Rio Grande do Norte,Jun,3
1998,Rio Grande do Norte,Jul,5
1999,Rio Grande do Norte,Jul,7
2000,Rio Grande do Norte,Jul,5
2001,Rio Grande do Norte,Jul,25
2002,Rio Grande do Norte,Jul,7
2003,Rio Grande do Norte,Jul,7
2004,Rio Grande do Norte,Jul,5
2005,Rio Grande do Norte,Jul,2
2006,Rio Grande do Norte,Jul,0
2007,Rio Grande do Norte,Jul,7
2008,Rio Grande do Norte,Jul,0
2009,Rio Grande do Norte,Jul,0
2010,Rio Grande do Norte,Jul,7
2011,Rio Grande do Norte,Jul,0
2012,Rio Grande do Norte,Jul,3
2013,Rio Grande do Norte,Jul,0
2014,Rio Grande do Norte,Jul,2
2015,Rio Grande do Norte,Jul,3
2016,Rio Grande do Norte,Jul,13
2017,Rio Grande do Norte,Jul,4
1998,Rio Grande do Norte,Aug,4
1999,Rio Grande do Norte,Aug,40
2000,Rio Grande do Norte,Aug,29
2001,Rio Grande do Norte,Aug,55
2002,Rio Grande do Norte,Aug,48
2003,Rio Grande do Norte,Aug,97
2004,Rio Grande do Norte,Aug,15
2005,Rio Grande do Norte,Aug,9
2006,Rio Grande do Norte,Aug,13
2007,Rio Grande do Norte,Aug,26
2008,Rio Grande do Norte,Aug,2
2009,Rio Grande do Norte,Aug,1
2010,Rio Grande do Norte,Aug,24
2011,Rio Grande do Norte,Aug,10
2012,Rio Grande do Norte,Aug,23
2013,Rio Grande do Norte,Aug,2
2014,Rio Grande do Norte,Aug,21
